"","SID","DOB","DOT","Age","Sex","Location","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","Exclude.Trial","Exclude.Trial.Reason","Agegroup","CP_subset","highest_count","Numerosity"
"525","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
"526","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
"527","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
"528","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
"529","11720-ZC","4/22/16","1/17/20",3.737166324,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",23,NA
"530","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",14,"Small"
"531","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",14,"Small"
"532","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","15",0,NA,"",NA,"","(4.5,5.1]","CP",14,"Large"
"533","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",14,"Large"
"534","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","15",0,NA,"",NA,"","(4.5,5.1]","CP",14,"Large"
"535","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","12",0,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"536","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"537","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"538","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"539","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"540","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"541","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"542","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"543","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"544","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"545","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"546","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"547","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"548","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"549","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"550","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"551","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"552","11720-CG","2/17/15","1/17/20",4.914442163,"M","Adventure Days","LK","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",14,NA
"553","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",29,"Small"
"554","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,1,"pointed",NA,"","(4.5,5.1]","CP",29,"Small"
"555","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","10",1,NA,"",NA,"","(4.5,5.1]","CP",29,"Large"
"556","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","5",0,NA,"",NA,"","(4.5,5.1]","CP",29,"Large"
"557","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","7",0,NA,"",NA,"","(4.5,5.1]","CP",29,"Large"
"558","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","10",0,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"559","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"560","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"561","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"562","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"563","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","3","3",1,1,"",NA,"","(4.5,5.1]","CP",29,NA
"564","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","4","4",1,1,"",NA,"","(4.5,5.1]","CP",29,NA
"565","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","5","5",1,1,"",NA,"","(4.5,5.1]","CP",29,NA
"566","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6","6","6",1,1,"",NA,"","(4.5,5.1]","CP",29,NA
"567","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7","6","6",1,1,"",NA,"","(4.5,5.1]","CP",29,NA
"568","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"569","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"570","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"571","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"572","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"573","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"574","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"575","030920-BA","4/12/15","3/9/20",4.908966461,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",29,NA
"576","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",59,"Small"
"577","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",59,"Small"
"578","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","9",0,NA,"",NA,"","(4.5,5.1]","CP",59,"Large"
"579","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",59,"Large"
"580","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","12",0,NA,"",NA,"","(4.5,5.1]","CP",59,"Large"
"581","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","1",0,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"582","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"583","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"584","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"585","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"586","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"587","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"588","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"589","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"590","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"591","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"592","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"593","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"594","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"595","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"596","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"597","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"598","030920-C2","6/16/15","3/9/20",4.73100616,"F","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",59,NA
"599","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",12,"Small"
"600","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4,4.5]","CP",12,"Small"
"601","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","9",0,NA,"",NA,"","(4,4.5]","CP",12,"Large"
"602","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",12,"Large"
"603","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","9",0,NA,"",NA,"","(4,4.5]","CP",12,"Large"
"604","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","7",0,NA,"",NA,"","(4,4.5]","CP",12,NA
"605","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4,4.5]","CP",12,NA
"606","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"607","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"608","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"609","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"610","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"611","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"612","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"613","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4,4.5]","CP",12,NA
"614","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"615","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"616","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"617","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"618","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"619","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"620","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"621","030920-JD","1/14/16","3/9/20",4.150581793,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",12,NA
"622","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(3.5,4]","CP",29,"Small"
"623","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(3.5,4]","CP",29,"Small"
"624","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","8",1,NA,"",NA,"","(3.5,4]","CP",29,"Large"
"625","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(3.5,4]","CP",29,"Large"
"626","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","8",0,NA,"",NA,"","(3.5,4]","CP",29,"Large"
"627","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","10",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"628","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(3.5,4]","CP",29,NA
"629","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"630","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","1","1",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"631","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","2","2",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"632","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","3","3",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"633","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"634","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"635","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"636","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(3.5,4]","CP",29,NA
"637","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"638","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"639","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"640","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"641","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"642","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"643","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
"644","031020-GG","5/18/16","3/10/20",3.811088296,"M","Our Savior's Lutheran","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",29,NA
